0.834654,0.645220,0.890736,0.556319,0.691223,0.276059,0.333229,0.183028,0.338785,0.521268,0.786962,0.318159,0.285445,0.481531,0.904425,0.582997,0.471361,0.457727,0.901489,0.601108,0.720284,0.922391,0.273112,0.879674,0.402158,0.505421,0.728894,0.447908,0.516780,0.513753,0.382596,0.267447,0.820044,0.209410,0.441206,0.317903,0.353471,0.195941,0.578308,0.840706,0.782598,0.629975,0.597861,0.516881,0.582329,0.417458,0.439660,0.750952,0.506543,0.426847,0.697229,0.488744,0.359985,0.701867,0.157758,0.995313,0.570555,0.676035,0.407481,0.491662,0.421632,0.731346,0.410874,0.478817,0.824111,0.500140,0.175548,0.796368,0.334009,0.401141,0.808126,0.499327,0.482495,0.831942,0.427541,0.945078,0.417487,0.643266,0.223530,0.581875,0.741288,0.970823,0.850971,0.644968,0.532131,0.605182,0.177277,0.168152,0.454389,0.626651,0.617769,0.829265,0.267330,0.842693,0.468857,0.473703,0.387148,0.106941,0.361659,0.533184,0
0.301222,0.232554,0.231527,0.798570,0.615284,0.418267,0.330059,0.586480,0.617493,0.624821,0.351303,0.908205,0.421817,0.425335,0.516927,0.564425,0.658539,0.105100,0.946848,0.005133,0.621196,0.237922,0.509952,0.403954,0.613030,0.829376,0.216375,0.428655,0.214293,0.260351,0.605362,0.734974,0.400441,0.614242,0.477657,0.421716,0.331335,0.802719,0.552436,0.329745,0.380846,0.617291,0.375132,0.634680,0.684034,0.534541,0.474766,0.549363,0.679306,0.426569,0.471469,-0.093629,0.593669,0.732453,0.423599,0.383781,0.444631,0.298490,0.420715,0.364209,0.701066,0.479734,0.919417,0.379930,0.487603,0.551198,0.440703,0.613243,0.534042,0.962788,0.488868,0.505855,0.788430,0.530411,0.747618,0.557405,0.393608,0.629074,0.717334,0.258595,0.498528,0.527893,0.176348,0.411030,0.487889,0.565631,0.428494,0.676720,0.223294,0.295677,0.710494,0.156589,0.436264,0.583811,0.489065,0.276447,0.590479,0.264060,0.587696,0.334617,0
0.278341,0.554071,0.723378,0.634317,0.387272,0.540285,0.521478,0.401408,0.458410,0.481516,0.354010,0.527735,0.548081,0.821990,0.770669,0.588551,0.479574,0.440565,0.412322,0.903343,0.752021,0.776304,0.569037,0.503994,0.580027,0.223092,0.208415,0.146293,0.321818,0.549370,0.267482,0.498829,0.603846,0.395360,0.377089,0.116883,0.585866,0.458025,0.598113,0.377046,0.662105,0.284056,0.453770,0.578778,0.386115,0.669898,0.079091,0.725707,0.593946,0.403324,0.614638,0.653756,0.108721,0.278204,0.591675,0.493968,-0.047573,0.536203,0.598895,0.647102,0.640012,0.428044,0.436499,0.729254,0.784183,0.468869,0.188897,0.480254,0.485364,0.592633,0.924610,0.557219,0.599082,0.059398,0.554120,0.659105,0.298354,0.200696,0.473627,0.935244,0.398338,0.666815,0.557346,0.374275,0.001733,0.632684,0.591991,0.499530,0.297553,0.605902,0.406180,0.551701,0.333141,0.853245,0.240524,0.404714,0.463692,0.612030,0.701477,0.466930,0
0.206634,0.485428,-0.071758,0.478825,0.531612,0.516646,0.696698,0.732552,0.226117,0.333818,0.642844,0.425216,0.882560,0.478413,0.615031,0.503866,0.721962,0.363833,0.277630,0.728351,0.330606,0.750018,0.295746,0.892264,0.725032,0.534668,0.420246,0.702915,0.204747,0.602743,0.261536,0.160589,0.667843,0.380460,0.348762,0.220495,0.611367,0.287102,0.956815,0.988745,0.737665,0.158930,0.361671,0.172788,0.431080,0.461838,0.608739,0.204528,0.204135,0.597188,0.499750,0.614014,0.567860,0.817398,0.303153,0.567949,0.298784,0.545725,0.855179,0.259551,0.660798,0.233749,0.513462,0.523796,0.398831,0.666983,0.459601,0.411312,0.896256,0.383605,0.436414,0.564437,0.725470,0.601360,0.332052,0.821863,0.361249,0.567439,0.564394,0.536832,0.434882,0.536572,0.789204,0.361543,0.193101,0.290089,0.761472,0.416492,0.422910,0.464889,0.441399,-0.049993,0.543321,0.681606,0.463589,0.557595,0.396100,0.448809,0.192778,0.580856,0
0.343690,0.014572,0.478795,0.277106,0.373999,0.871048,0.645602,0.533963,0.271654,0.583924,0.821515,0.330566,0.373313,0.713557,0.396089,0.508575,0.642753,0.690539,0.595902,0.607653,0.661162,0.429233,0.508756,0.723175,0.766070,0.842198,0.417062,0.018326,0.426773,0.419037,0.702251,0.558499,0.683347,0.321423,0.616961,0.668164,0.620167,0.526030,0.512198,0.708222,0.772038,0.462144,0.734016,0.400769,0.865736,0.237222,0.825836,0.317877,0.479580,0.409053,0.063174,0.860864,0.439572,0.487159,0.415488,0.492306,0.612451,0.706041,0.354770,0.532643,0.820639,0.781415,0.277736,0.514503,-0.028313,0.712743,0.394753,0.851838,0.757552,0.391755,0.514871,0.362982,0.397182,0.166385,0.561596,0.870648,0.561435,0.525674,0.516184,0.482740,0.490092,0.616721,0.545389,0.280422,0.571348,0.742539,0.365357,0.491168,0.595635,0.433240,0.339457,0.188725,0.517664,0.480448,0.600101,0.699255,0.574441,0.533612,0.581620,0.640671,0
0.630833,0.596431,0.611791,0.487160,0.332635,0.228559,0.295790,0.116479,0.573451,0.137576,0.828682,0.756324,0.478090,0.328267,0.665847,0.548262,0.583172,0.786961,0.088601,0.455301,0.265794,0.201126,0.648513,0.382432,0.295010,1.078235,0.731593,0.303390,0.663624,0.444226,0.639388,0.744109,0.486363,0.635881,0.455078,0.879947,0.651113,0.402090,0.793037,0.327362,0.545984,0.971892,0.657930,0.678119,0.397305,0.525709,0.640531,0.455683,0.463740,0.391386,0.235826,0.123569,0.625693,0.712153,0.534871,1.117317,0.631756,0.455116,0.849908,0.454144,0.772000,0.389949,0.127578,0.540933,0.406131,0.594799,0.399897,0.382629,0.466538,0.904520,0.407098,0.446104,0.672377,0.334585,0.454847,0.439957,0.301026,0.392621,0.878780,0.348150,0.254381,0.796754,0.226401,0.574458,0.715486,0.908821,0.660205,0.686059,0.753011,0.511957,0.185665,0.362710,0.367770,0.611418,0.515095,0.227551,0.678771,0.491235,0.194729,0.608754,0
0.781077,0.979389,0.652248,0.609851,0.136567,0.614248,0.447398,0.703869,0.316148,0.579925,0.639696,0.664640,0.732495,0.395015,0.422145,0.472437,0.573732,0.864933,0.588229,0.585790,0.541732,0.212757,0.501443,0.469906,0.550694,0.762234,0.903727,0.629628,0.243607,0.713175,0.271962,-0.028149,0.335172,0.513772,0.465681,0.653557,0.150138,0.469004,0.057231,0.434636,0.568280,0.445216,0.271849,0.356525,0.336644,0.386021,0.810120,0.412358,0.634808,0.557135,0.484512,0.798549,0.474559,0.492353,0.389646,0.371616,0.546460,0.383215,0.548219,0.264743,0.646136,0.861800,0.548818,0.401288,0.713821,1.098922,0.763634,0.418516,0.444162,0.667117,0.530298,0.399192,0.866021,0.718100,0.454052,0.450227,0.476725,0.702821,0.840651,0.706273,0.180177,0.612025,0.393847,0.672958,0.546649,0.739480,0.524122,0.480157,0.689811,0.945626,0.612488,0.576149,0.583500,0.832102,0.633074,0.673619,0.400674,0.335800,0.390517,-0.068637,0
0.278942,0.332998,0.569818,0.561421,0.522580,0.239610,0.444126,0.514238,0.369999,0.250122,0.345941,0.275473,0.909125,0.468432,0.292389,0.887298,0.001379,0.386687,0.402164,0.283457,0.198478,0.616349,0.304528,0.599906,0.590847,0.504128,0.540948,0.390822,0.456385,0.756864,0.617329,0.636654,0.413575,0.776437,0.448750,0.344972,0.397343,0.794284,0.761402,0.733993,0.877091,0.810392,0.406910,0.173741,0.482080,0.514695,0.221472,0.489768,0.301366,0.730631,0.346641,0.816080,0.765111,0.001078,0.555328,0.650429,0.495218,0.340029,0.353622,0.432453,0.220912,0.828016,0.271387,0.628553,0.528305,0.498746,0.577049,0.647949,0.495236,0.592112,0.795713,0.343752,0.155187,0.386583,0.336349,0.758339,0.487681,0.355374,0.156131,0.655992,0.703704,0.274910,0.257919,0.501654,0.615793,0.454298,0.424316,0.563437,0.314989,0.760609,0.287884,0.619962,0.670564,0.132189,0.744850,0.509213,0.394712,0.441676,0.672039,0.267875,0
0.715324,0.430688,0.574391,0.715448,0.657295,0.489094,0.359683,0.673501,0.606616,0.185344,0.638794,0.361729,0.725952,0.161868,0.519024,0.664058,0.556872,0.401536,0.549251,0.474279,0.269820,0.739148,0.328400,0.363423,0.604640,0.573512,0.299684,0.495108,0.374625,0.621935,0.500867,0.289473,0.119428,0.519392,0.542329,0.314408,0.576066,0.172782,0.794662,0.221918,0.512481,0.539721,0.331142,0.308419,0.841095,0.222517,0.586796,-0.063208,0.809313,0.718371,0.670991,0.741718,0.557469,0.624683,0.584037,0.699268,0.498990,0.104834,0.238824,0.695239,0.184960,0.619591,0.497868,0.186938,0.361320,0.584184,0.172496,0.412453,0.326039,0.976458,0.475577,0.438903,0.448186,0.268762,0.460218,0.291564,0.805286,0.363296,0.443227,0.481292,0.365727,0.577541,0.494549,0.639455,0.460905,0.815358,0.711652,0.213732,0.347244,0.609305,0.399286,0.392560,0.481089,0.533608,0.578416,0.767055,0.501367,0.488903,0.663929,0.393157,0
0.290132,0.362863,0.695353,0.238442,0.635729,0.525882,0.245430,0.701597,0.952447,0.257535,0.518227,0.214426,0.412857,0.382182,0.458966,0.328329,0.291142,0.200769,0.566242,0.302874,0.591164,1.108557,0.430278,0.719384,0.411625,0.595303,0.103754,0.164609,0.350182,0.547485,0.624337,0.330264,0.529882,0.714234,0.581048,0.421059,0.062920,0.600693,0.691057,0.643746,0.324256,0.651993,0.507985,0.457336,0.368084,0.161428,0.295192,0.448676,0.349611,0.693372,0.758553,0.948449,0.323284,0.445048,0.552411,0.639489,0.654441,0.468529,0.306384,0.545677,0.350842,0.253446,0.491253,0.509022,0.346743,0.389476,0.835012,0.606051,0.584217,0.760035,0.553168,0.435133,0.260621,0.129430,0.306751,0.584186,0.512595,0.287742,0.504912,0.630492,0.664209,0.479207,0.383871,0.292283,0.423479,0.024553,0.497946,0.538609,0.688142,0.604411,0.662922,0.122353,0.582614,0.725900,0.274940,0.298021,0.551036,0.094194,0.551733,0.019531,0
